MOT	OCCURRENCES	Nombre_de_documents
souvenir	1	1
souvent	2	2
souvent.	1	1
soyez	1	1
spams	1	1
spectacle	6	1
spectacles	1	2
spectaculaire.	1	1
spectateurs.	2	2
spectre	1	1
spirituelle.	1	1
splendeurs	2	2
sportif	2	1
sportihome	1	0
sportives	1	1
spots	1	1
spéciale	4	2
spécialisé	4	2
spéculateurs	2	2
src	2	0
stand	2	1
star	4	2
stars	8	0
start	1	0
statistiques	1	1
stay	1	0
stimuler	4	2
stocks	2	0
stress	4	2
strict	1	0
structure	1	1
style.	1	1
stylo	6	2
stylos	2	2
su	2	2
subissant	2	2
submerger	1	1
subtilement	1	1
succès	1	1
sucre	10	2
sucre.	2	2
sucriers	2	2
sucré	2	2
sucrées	2	2
sud	1	3
sudoku	2	2
suffira	2	2
suffisent	2	0
suffit	1	1
suggère	1	0
suicidé	6	2
suis	4	4
suite	8	2
suivantes	1	1
suivis	1	1
sujet	2	2
sujets	2	2
summer	1	0
superbe	1	1
support	1	1
suppression.	1	1
supérieure	1	1
sur	118	10
surfaces	2	2
surpris	1	1
surrégime	1	0
surtension	1	1
surtout	7	6
suscite	2	2
susciter	4	2
svešću	1	1
svg	4	0
sviješću	1	1
sweat	4	2
sword	1	2
sx.ads	12	0
sy	1	1
symbole	1	1
symptômes	1	1
syndicats	1	1
syndrome	1	1
synonyme	2	2
séances	1	1
sécheresse	2	0
sécurisé	4	2
séduira	1	1
séduire	1	1
séduisante	1	1
séduit	2	1
séjour	1	1
sélection	3	3
sépare	1	1
séquences	1	1
séries	4	0
sérieux.	1	1
sûr	1	1
sûre.	1	1
s’adossant	1	1
s’affichera	4	2
s’aimer	1	1
s’annonce	2	2
s’assemble	1	1
s’attaque	4	2
s’aventurer	1	1
s’aérer	1	1
s’embrouillent	4	2
s’engager	2	2
s’est	9	4
s’explique	2	2
s’il	6	4
s’imposait	1	1
s’inscrit	2	2
s’occupant	1	1
s’y	1	1
t	14	0
tLSBHZW	2	0
tMzUsNjAuNyAgYy	2	0
tPSJtYXRyaXgoMSAwIDAgLTEgMCA	2	0
tPgo	2	0
ta'veren	1	1
tab	1	1
tabac	4	2
table	5	3
tablette	2	0
tact	2	1
talentueux	1	0
talk	1	1
tandis	2	2
tant	3	3
tard	4	2
tarifs	1	1
tas.	1	1
tastic이라고	1	0
taux	5	3
tech	7	5
technique	1	1
technique.	2	2
techno	2	1
technologie	2	2
tel	3	4
tellement	1	1
tels	2	1
tempo	1	3
temps	26	8
temps.	1	1
tempête	4	2
tend	1	1
tendance	4	0
tennis	2	2
tension	1	0
tension.	1	1
tensions	1	1
tensions.	1	1
tentons	1	1
tenté	1	1
tenue	1	1
ter'angreal.	1	1
terminer	1	1
terminé	1	1
terre	2	1
terres	1	1
territoire	1	1
terroir	2	0
terrorisme.	1	1
terroriste	1	1
terroristes	2	2
testament	4	1
tex	1	0
text	1	0
textes	1	0
that	1	1
the	44	11
thermes	1	0
through	1	1
thème	1	1
thèmes	2	2
thèse	2	2
thérapeutique	8	1
thérapeutique.	1	1
théâtre	7	2
tide	1	1
tiers.	1	1
time	1	2
tireront	1	1
title	1	0
titre	5	3
to	7	4
together	1	1
tombe	1	1
tombeau	1	1
tomber	1	1
tonne	2	2
tonnes	4	2
tools	1	1
top	1	2
toqués	1	1
torturé	1	1
totalement	6	2
touchant	3	3
touche	4	4
touché	9	3
toujours	22	6
toujours.	1	1
tourmentée	3	3
tournevis	12	2
tourtereaux	2	2
tous	8	8
tout	19	7
toute	7	7
toutes	7	6
toux	4	2
tr	1	0
trabantos	1	1
trad	1	0
traditionnelle	2	1
traditionnelle.	2	2
traditionnels	2	1
traditions	1	1
trafic	8	2
traficProgramme	2	0
trahison	1	1
train	2	3
trait	1	1
traiter	2	2
trajectoire	1	1
tranchant	1	1
tranquillement	1	1
transformer	1	1
transmettrons	1	1
transmission	1	1
transportent	1	1
travail	23	5
travail.	1	1
travaille	1	1
travaille.	1	1
travailler	6	4
travailler...	1	1
travailleurs	2	1
travaillée	1	1
travaux	2	1
travers	3	1
traversée	1	1
treba	1	1
trebaju	1	1
tree	1	0
trente	2	2
tressallier	2	1
tressallier.	2	1
tri	1	1
triomphe	4	2
tristes	1	1
trois	13	6
troisième	1	1
trop	8	4
trou	1	0
trouvés	2	0
true	5	1
très	14	6
trésor	1	1
trésors	2	2
tt	1	0
tués	12	2
tweets	1	1
type	2	1
typicité	1	1
typiquement	2	1
téléphone	2	2
télétravail	1	1
témoigne	1	1
témoin	1	1
témoins	1	1
tête	15	4
tête.	1	1
tôt	1	1
tôt.	2	2
u	7	1
uMTIgMi	2	0
uYW	2	0
ukrainienne	2	2
umanle	2	2
un	182	11
une	134	10
uneVie	1	0
unienne	1	0
unis	1	1
univers	1	1
universitaire	4	2
unstyled	1	0
up	1	0
urbaine	1	1
urgent	1	1
url.kr	1	0
url복사	2	1
usant	1	1
usante	1	0
user	1	1
uso	2	2
utile	2	2
utilisant	2	2
utilisateurs	1	1
utilise	2	1
utiliser	1	1
utiliserons	1	1
utilisé	3	3
v	2	1
vAg	1	0
va	13	4
vainqueurs	2	1
valeur	4	3
valeurs	2	1
validation	1	1
valide	1	1
valise	1	1
vallons	1	0
vallée	1	1
valu	1	1
vanter	1	1
varier	1	1
variées	1	1
variés	1	1
vaucluse	1	1
vcmcvMTk	2	0
vd	2	0
veillant	1	1
veille	1	1
vendredi	6	4
vente.	1	1
venteLe	1	0
ventre	2	3
venus	1	1
verbale	1	1
vernis	1	1
verre	2	1
verre.	1	1
verres.	1	1
verrez	1	1
vers	7	5
versé	1	1
versées	1	1
vertébrale.	1	1
vestiges	6	1
veut	3	2
veux	2	2
viande	1	1
vibrant	2	2
vibrer	1	1
vibrera	1	1
vicacité.	1	1
victime	4	2
victime.	1	1
vidéo	17	6
vidéos	2	6
vie	15	10
vient	4	2
vies	1	1
vieux	1	1
vigilance	5	3
vigne	1	0
vigneron	3	1
vigneronne	2	1
vigneronnes	1	1
vignerons	4	1
vignes	2	1
vignoble	4	1
vignobles	2	1
vignobles.	1	1
vigueur	2	2
vigueur.	2	2
village	8	3
villas	1	1
ville	10	3
ville.	1	1
villes	1	1
vin	1	1
vin.	2	1
vinification	2	1
vinifications	1	1
vinifié	1	1
vins	14	4
violet	1	1
vision	1	1
visite	1	2
visiter	1	1
visiteurs	1	1
visiteurs.	1	1
vita	2	1
vite.	1	1
vitesse	1	0
viticole	1	1
vivions	1	1
vivons	1	1
vivre	12	4
vivre.	4	1
vocations	4	2
voient	2	2
voile	2	2
voilure.	1	1
voir	5	9
voire	2	1
voit	1	1
voiture	1	1
voiture.	2	1
voix	2	2
vole	1	1
vont	4	2
vos	15	8
voter	1	0
votre	24	10
vouloir	1	1
vous	73	8
voyage	12	6
voyagent.	1	1
voyageur	1	1
voyageurs	4	2
voyez	2	1
voûtés	1	1
vraiment	12	2
vs	2	1
vs.	1	1
vu	5	3
vue	1	2
vues	2	1
vécu	2	2
vélos	4	2
vérifier	1	1
véritable	1	1
w	22	0
wIiBlbmNvZGluZz	2	0
wLWNvbG	2	0
wNSIgeTI	2	0
wOi	2	0
was	2	1
watch	1	0
watts	4	2
wcHgiIHZpZXdCb	2	0
wheel	1	3
where	1	1
whit...	1	1
white	2	0
white.contentsfeed.com	12	0
who	1	1
wiki	1	0
with	1	1
wizard	2	1
word	1	0
wordle	4	0
working	1	0
worldwide.	1	1
writing	1	1
www.capital.	1	0
www.googletagmanager.com	8	0
www.kodcad.kr	4	0
www.nocutnews.co	12	0
www.ultimedia.com	2	0
www.youtube.com	2	0
x	13	5
xLDM	2	0
xLDUwOS	2	0
xLTQ	2	0
xLTY	2	0
xLTguNloiIHN	2	0
xLjIyODMiIGdyYWRpZW	2	0
xLjUtMS	2	0
xMCwxNy	2	0
xMCwzOS	2	0
xMDUuNCwxMi	2	0
xMy	2	0
xNi	2	0
xNmwxNS	2	0
xNy	2	0
xXyIgZ	2	0
xXykiIGQ	2	0
xml	4	0
xvcjojMThCRkZCIi	2	0
y	21	10
yEp	1	0
yIDIzLjAuMSwgU	2	0
yLDAtMzYuNC	2	0
yLDMxOC	2	0
yLDcyLjhIMTQzYy	2	0
yLT	2	0
yLTE	2	0
yLjkgIGMzNi	2	0
yMC	2	0
yMDAwL	2	0
yNTYuMiw	2	0
yOiMyMDcyRjMiLz	2	0
yZy	2	0
ydCBQbH	2	0
yeux	5	3
ymU	1	0
yoga’	1	0
zLDE	2	0
zLDcyNy	2	0
zLTEzNC	2	0
zLTIzLjQsNDkuOC	2	0
zLjc	2	0
zLjdhMy	2	0
zNi	4	0
zNy	2	0
zPSJodHR	2	0
zQzQ	2	0
zdmc	2	0
zm	2	0
zona	2	2
zone	6	3
Âge	2	0
Ça	1	0
Ébène	1	0
Écologie	4	0
Économie	23	0
Écouter	2	0
Écrans	1	0
Écrire	1	0
Éditorial	2	0
Élegance	1	0
Énergie	4	0
Épaulés	1	0
États	1	0
Évenements	2	0
Être	2	0
Île	4	0
æt	1	0
ça	7	5
échappe	1	1
éclat	1	1
éclater	1	0
éclectiques.	1	1
éco	2	2
école	4	2
écoles	1	1
écoles.	1	1
économique	3	3
écrin	1	1
écrire	1	2
écritures	3	1
éculés	1	1
éditeurNous	2	0
édition	13	4
éditoriale	1	1
égale	12	2
également	13	4
église	1	1
élaborés	1	1
élargir	1	1
élargissant	1	1
élections	6	4
électrique	4	0
électriques	4	2
électroniques	3	2
éleveur	1	1
élève	1	1
élèves	1	1
élégants	1	0
émeraude	1	1
émotions	1	1
ému	8	2
énergisant	1	1
énergivore	1	1
épanouie	2	1
épargne	2	2
épargnent	4	2
épaules.	1	1
épisode	1	1
époque.	1	1
éprouvée	1	1
équipe	1	1
établi	1	1
établissant	1	1
étaient	1	1
était	7	4
étant	2	2
étape	1	1
états	1	0
étendards	1	1
éthanol.	2	2
étiquettes	1	0
étoilés.	1	1
étonnamment	4	2
étranger.	1	1
étroitement	3	1
étude	3	3
études	1	0
été	11	4
évacué	1	1
éventuellement	1	1
évidence	1	1
évitant	1	1
évite	1	1
éviter	12	2
évolution	1	1
évoque	1	1
événement	1	0
événements	2	2
êpios	1	0
êtes	5	4
être	30	6
êtres	1	0
œnophiles	1	1
œuvre	1	1
’il	1	1
’로	2	0
’를	1	0
’으로	1	0
’이나	1	0
’이다.	2	0
’이라는	2	0
一	239	10
一一	1	1
一丁点残	1	1
一下	3	1
一下子	1	1
一个	84	9
一些	24	5
一会儿	1	0
一共	3	2
一切	5	1
一半	2	0
一同	1	1
一命呜呼	1	0
一如往昔	1	0
一定	4	2
一带	1	1
一度	1	1
一手	1	1
一旦	4	1
一样	11	4
一模一样	1	1
一点	1	1
一点儿	1	1
一生	4	2
一百	2	1
一直	9	5
一眉道人	1	0
一窝蜂	1	1
一致	2	2
一致性	1	1
一角	2	1
一话	1	1
一贯	1	1
一起	5	2
一路	2	1
一边	1	1
一郎	1	1
一阵	2	1
七	6	3
七十	1	1
七夕	2	1
七色	3	1
七金尸	1	0
七龙珠	1	1
万不得已	1	0
万众	1	1
万劫不复	1	1
万古神器	1	0
万叶	1	0
万斯	1	0
万田久子	1	0
万能	2	1
丈	1	1
丈史	1	0
丈夫	1	0
三	23	6
三十	1	0
三千	1	1
三四	1	1
三宅裕司	1	0
三日	1	0
三木助	1	0
三浦友	1	0
三浦春马	2	0
三田村	1	0
三角	2	1
三角恋	1	0
三谷	4	1
三途	1	0
三途川	1	1
三部曲	13	1
上	93	10
上什	1	1
上力	9	1
上去	1	1
上受	1	1
上司	2	1
上帝	2	0
上映	13	2
上架	1	1
上溯	1	1
上瘾	1	1
上白石	1	0
上纽约	1	1
上网	1	1
上路	9	9
上述	1	1
上面	2	1
下	20	3
下午	3	0
下去	3	2
下同	1	1
下属	1	1
下条	1	0
下班	1	1
下车	1	0
下载	2	1
下集	1	1
下雨	1	1
不	247	10
不再	2	2
不切实际	1	0
不可	1	1
不可否认	1	1
不同	1	1
不少	1	0
不幸	1	1
不情	1	1
不时	1	1
不来了	1	0
与	110	10
与SMAP	1	0
与世隔绝	1	1
丑陋	2	1
专业	2	1
专指	1	1
专有	1	1
专栏	3	0
专门	2	1
专题	9	9
且	2	1
且慢	1	0
世	10	3
世上	2	1
世主	1	0
世代	1	0
世俗	1	1
世子	1	0
世手	1	1
世界	132	8
世界观	1	0
世纪	9	2
世良	3	0
世间	1	0
业	1	1
业余	1	1
丛书	10	1
东	3	0
东京	2	0
东宝	1	0
东方	18	3
东方云	1	0
东映	1	0
东西	5	2
丝线	1	0
丢	1	1
丢丢魔	1	1
两	39	8
两千五百	1	1
两者	1	1
严	2	0
严厉	1	1
严肃	25	2
严肃型	1	1
丧服	2	1
个	43	8
个人	11	10
个体	1	0
个性	3	3
个素	1	0
个纪元	1	1
中	184	11
中世纪	4	2
中仙	1	0
中叶	1	0
中国	6	2
中土	3	2
中学	5	1
中学生	1	1
中尾	1	0
中山	8	1
中山仁	1	0
中山秀征	1	0
中山雅巳	1	0
中岛	4	1
中川	1	0
中心	29	10
中心的	1	1
中文	16	11
中文化	1	0
中文版	3	1
中文里	1	1
中映	1	1
中村	2	1
中森	1	0
中止	2	1
中现	1	1
中田喜子	1	0
中直人	2	1
中途	1	0
丰	1	0
丰富	3	2
丰富多彩	2	0
丰川	2	0
临	2	0
临时	6	1
临死	1	1
临走	1	1
丸子	1	1
丸山	1	0
丹波哲郎	1	0
为	83	7
为Shadar	1	0
为主	1	1
为时轴	1	1
为期	4	1
为止	2	1
为此	2	1
为生	1	0
为首	2	2
主	6	3
主人	3	3
主人公	18	3
主力	2	0
主动	1	1
主妇	3	1
主导	1	0
主张	1	0
主持人	1	1
主播	1	0
主流	5	1
主演	4	2
主牌	1	0
主要	23	6
主角	20	3
主讲人	2	0
主题	11	4
丽影	1	0
举	1	0
举报	9	9
乃	5	2
久	4	3
久井映见	1	0
么	22	5
义	4	3
之	279	8
之一	5	2
之上	1	0
之下	1	1
之中	3	0
之前	7	3
之前Robert	1	0
之后	9	1
之外	1	0
之类	1	0
之间	15	3
乌龙	1	0
乌龙济公	1	0
乌龟壳	1	1
乏	1	1
乐	2	1
乐于	1	1
乐园	1	0
乐坛	1	1
乐视	1	0
乐趣	1	0
乐鸟	1	1
乔丹	60	1
乔治	4	0
乖乖隆	2	1
乗	1	0
乘夜	1	0
乘客	2	0
九	3	1
九一神雕	1	0
九州	5	1
也	117	8
乡	1	1
乡奏	1	1
书	8	1
书写	1	1
书名	12	1
书商	1	1
书店	1	1
书目	11	0
书签	1	1
书籍	4	2
书评	1	1
书迷	5	1
买	3	1
了	206	9
了...	1	0
了NBC	1	0
了解	1	0
予	1	1
予言	1	0
争议	2	1
争霸	1	1
事	9	2
事件	24	3
事先	2	1
事实	6	1
事情	4	1
事故	1	0
事物	2	1
二	11	1
二十	1	1
二十一	1	1
二十三	1	0
二十二	1	1
二千万	1	1
二郎	1	1
于	46	7
于Inklings式	1	0
于是	5	0
云	2	0
云雾	2	0
互	1	1
互动	2	1
互动性	1	1
互相	1	1
互联网	2	1
五	2	0
五军	1	0
五十	1	0
五期	1	1
井	10	1
井川	1	0
井理	1	1
井贤	1	1
亚尔斯兰	1	0
亚拉冈	1	0
亚斯兰	1	0
亚瑟	2	0
亚瑟王	1	1
亚里沙	1	1
亚里莎	2	1
亜	1	1
交友	1	1
交换	2	2
交织	1	1
交集	1	1
亦	1	0
亦然	1	0
产物	1	0
产生	9	3
亨	2	1
享乐	1	1
享受	1	1
享有	1	0
京	11	9
京ICP证	9	0
京子	3	1
京都	1	1
京野	1	0
亮	1	1
亮光	1	0
亮子	1	1
亲	1	0
亲切	3	1
亲吻	1	1
亲热	1	0
亲父	1	0
亲自	1	1
亵渎	1	0
人	100	7
人为	1	1
人们	3	2
人体	1	1
人偶	1	0
人员	2	1
人工	1	1
人形	4	0
人心	1	1
人心弦	1	1
人格	2	1
人气	2	0
人物	8	3
人生	3	2
人田森	1	0
人类	11	3
人行横道	1	0
人间	7	1
什	2	2
仅	8	4
仅仅	4	1
仆	1	0
仆人	1	0
仇恨	1	1
仇讨	1	0
今	1	0
今为止	1	1
今井	1	0
今井雅	2	0
今天	1	0
今日	2	1
今日子	1	1
今清	2	1
介	3	1
介于	1	1
介绍	3	2
仍	3	1
仍然	4	3
从	26	4
从Red	1	0
从Ribbon时代	1	0
从天而降	1	1
从未	2	1
从此	1	0
从而	1	0
仓	1	1
仓孝二	1	1
仓科	2	0
仔细	1	1
他	71	6
他...现在	1	1
他们	33	5
他俩	1	1
付出什	1	1
仙人	2	0
仙境	2	0
仙踪	1	0
仙道	1	1
代	3	2
代子	2	1
代替	1	1
代理	2	1
代表	4	3
代表性	1	1
令	12	2
以	34	6
以SMAP成员	1	0
以上	2	1
以下	1	1
以为	2	1
以便	1	0
以内	1	1
以前	3	1
以及	16	4
以外	1	1
以此	1	1
以至于	2	1
仪	1	1
仪师	14	1
仪式	2	2
们	10	4
仮	1	0
仮婚	1	0
仰	1	0
仲夏	1	0
仲村	2	0
仲石	1	1
仲谷	2	1
仲间	2	0
件	4	2
价	15	0
任	1	1
任何	8	3
任务	11	9
任性	1	0
仿真	1	1
仿造	1	1
企划	1	1
企图	1	1
伊	4	1
伊东	1	0
伊东四	2	0
伊东达	1	0
伊代	1	1
伊兰	1	0
伊恩迈凯伦	1	1
伊拉龙	1	0
伊蒙村	1	0
伊藤	4	0
伊藤俊人	1	0
伊藤淳史	2	0
伊藤英明	3	1
伊藤裕子	1	0
伏	2	1
伏妖篇	1	0
休刊	1	0
休息	2	1
休日	1	0
众	2	1
众多	3	2
众生	1	0
众神	2	0
优	4	1
优势	2	1
优子	2	1
优秀	3	1
优等生	1	0
优美	2	1
优质	3	1
优酷	1	0
优香	2	0
会	78	9
会上	1	1
会议	5	1
会议室	1	1
伝	2	0
伝言	1	0
伝言板	1	0
伟	2	1
伟大	2	2
传	12	1
传二	1	0
传奇	26	1
传情	1	0
传播	1	0
传统	2	2
传视	9	9
传言	1	0
传说	23	4
传诵	1	1
传闻	2	1
伤	3	0
伤痕	1	1
伦	1	1
伦敦	2	1
伯格	1	0
估计	1	1
伴侣	1	0
伸	1	0
伸司	2	0
似	4	1
似乎	9	3
但	42	5
但是	14	0
位	15	3
住	1	1
住宅	1	1
佐佐木	1	0
佐佐木希	2	0
佐佐木藏	1	0
佐原健	1	0
佐子	2	1
佐户	1	0
佐藤	2	0
佐藤B作	1	0
佐藤仁美	2	0
佐藤寛	1	0
佐藤幸雄	1	0
佐藤正宏	1	0
佐藤浩市	3	0
佐证	1	1
佐野	1	0
佐野史郎	9	1
体现	2	0
体系	3	2
体裁	4	2
体验	3	2
何	1	0
何以	1	1
何启南Peter	1	0
何在	1	1
何处	1	0
何玄	1	0
何绮云	1	1
佘诗曼	2	0
余年	1	0
余贵	1	0
佛	2	2
佛像	1	1
作	28	6
作为	9	3
作出	1	1
作品	88	8
作成	1	1
作用	2	2
作者	43	3
你	37	4
你们	1	1
佣兵团	1	0
佩	1	0
佩姬	1	1
佩林	1	0
佳	3	1
佳子	1	1
使	16	6
使得	3	1
使用	25	9
使者	3	1
使龙	1	1
例	4	0
例句	2	1
例如	21	1
例如J	1	0
例如说	1	0
例子	5	2
侍奉	2	1
侍神	1	1
供	2	0
依	1	0
依据	1	1
依欧	1	1
依赖	1	1
侠	3	0
侠侣	1	0
侠盗	1	0
侦探	1	1
侵权	9	9
侵犯	1	1
侵蚀	1	1
便	7	6
便利	1	0
便捷	1	1
俊介	2	1
俗	1	0
俗套	1	1
保	2	1
保坂尚辉	3	0
保奈	2	1
保姆	1	0
保守	4	1
保护	3	1
保持	1	1
保管	1	0
保证	1	1
保阪	1	0
保鹰	1	1
信	3	1
信仰	2	1
信仰者	1	1
信任	3	1
信奉	1	1
信息	23	9
俣州	4	1
修	2	2
修林	2	1
修理	1	1
俱乐部	2	0
俳优	1	0
俾鬼捉	1	0
倒	1	1
倒塌	1	0
倒映	1	1
倒流	2	1
倒立	1	1
倒计时	2	0
倒霉	1	1
倘若	1	0
候群	2	0
倚天	1	1
借助	1	1
借用	2	2
借鉴	1	1
値	1	1
倦怠期	2	1
倩女	4	1
债	1	1
值	1	1
值得	1	1
倾向	1	1
倾听	1	0
假	1	0
假如	1	0
假想	1	1
假日	1	1
假期	1	0
假装	1	0
偏向	4	1
偏离	1	0
偏重	1	0
做	6	2
做出	2	2
停	1	1
停止	2	1
健仔	1	0
健太郎	1	1
健忘	1	0
偶	1	0
偶然	4	1
偷情	1	1
偷欢	1	0
偷走	2	1
傅子欣	1	0
傅颖	1	0
傲	1	1
傲世录	1	0
傻瓜	1	0
像	9	3
像SP那样	1	0
僵尸	1	1
優	1	0
儿	3	1
儿子	3	1
儿童	2	1
允许	3	1
元	7	1
元剧	1	1
元恋	1	1
元素	19	3
兄弟	2	2
充分	2	1
充实	1	1
充斥	2	2
充满	2	2
兆	1	0
先	3	1
先生	3	0
先知	1	1
先进	1	1
光	5	1
光亮	1	0
光影	3	1
光明	5	1
光箭	1	0
光芒	1	0
克典	1	1
克利夫	1	0
克利弗	1	0
克实	1	1
克実	1	1
克巳	2	1
克拉克	1	0
克敌制胜	1	1
克朗普斯	1	0
克里斯托弗	1	0
克隆	1	0
免费	4	1
入	6	4
入侵	2	1
入江甚仪	1	0
入门	9	9
全	10	9
全人类	1	0
全员	1	0
全国	1	1
全文	1	1
全新	1	1
全方位	1	0
全球	2	2
全部	5	3
八	3	1
八十	2	2
八千	1	0
公	3	1
公主	4	2
公交车	1	1
公共	2	0
公司	10	4
公园	8	1
公子	1	0
公布	1	1
公年	1	1
公民	1	0
公病	1	1
公网	9	9
六	6	2
六十	1	1
六部曲	1	0
兰德	11	1
兰结盟	1	0
共	34	2
共同	4	1
关	1	1
关上	1	1
关于	9	4
关注	1	0
关注者	1	0
关系	2	2
关联	2	0
关键	1	1
兴奋	1	0
兴衰	1	1
兴起	1	1
兴趣	1	0
其	27	7
其中	19	6
其他	11	6
其它	4	2
其实	5	2
其次	1	0
具	2	2
具有	8	4
典型	4	2
典子	3	1
典范	3	0
典藏	1	1
兹卡班	1	1
养育	1	0
兼具	1	0
兼容	1	0
兽	1	1
兽人	2	1
兽魔	5	1
兽魔人	2	1
内	10	1
内传	1	1
内在	1	1
内容	29	10
内核	1	1
内田	2	0
内藤	1	0
内部	2	2
円	1	0
冈本	2	0
冈本丽	1	0
冈本信人	1	0
冈田义德	1	0
冈田奈奈	1	0
冈田秀树	1	0
册	1	1
再	19	6
再次	4	2
再见	2	1
冒失	1	1
冒险	12	3
冗费	2	1
写	11	4
写作	5	2
写手	1	1
军事	1	1
军团	1	0
军校	1	0
军队	6	3
农	1	1
农庄	1	0
冠兰	1	0
冠军	1	0
冢地	1	0
冢本	1	0
冤罪	1	0
冥婚	1	0
冥顽不化	1	1
冬	1	0
冬季	3	1
冬日	1	0
冬眠	1	0
冯希	1	1
冰	8	0
冰冷	1	1
冰山	1	1
冰语	1	1
冰雨	1	0
冰风谷	1	0
冲	1	1
冲冲	1	1
冲直	2	0
冲突	1	0
决	1	0
决定	5	2
决定性	1	1
决心	1	1
决战	1	1
决斗	1	0
决闘	1	0
冷	2	0
冷却	1	0
冷笑	1	1
冷酷无情	1	0
冷麵	1	0
准	2	1
凉	1	1
凉子	8	1
凌晨	1	0
凛冬	1	0
几	9	5
几乎	8	3
凡	1	1
凡事	1	0
凡人	1	1
凡尔纳	1	0
凡达	1	0
凤	1	1
凤凰社	2	0
凭	2	1
凯伊	1	0
凯佛	1	0
凯斯宾	2	0
凯瑞安	1	0
凶宅	1	0
凶屋	4	1
凶灵	2	0
凶猫	1	0
出	42	6
出于	1	0
出卖	4	2
出去	2	1
出发	2	0
出名	2	1
出品	4	2
出售	1	1
出场	2	1
出处	2	1
出嫁	1	0
出演	18	1
出版	28	2
出版人	1	0
出版商	1	1
出版年	8	0
出版社	15	0
出现	24	4
出生	2	2
出租	1	1
出租车	4	0
出自	2	1
出薫	1	1
出通	1	0
击	1	1
击退	1	1
刀	4	1
刀客	1	1
刀锋	1	0
刃	5	1
分	5	1
分为	5	3
分入	2	1
分别	3	1
分子	1	1
分形	2	0
分後	1	0
分成	3	2
分支	2	1
分析	1	1
分离	1	0
分类	6	3
分身	2	0
分钟	13	1
分间	2	0
分雄性	1	1
分集	2	1
切腹	1	1
刊登	1	1
刑事	1	0
刑警	1	0
划	2	1
划分	3	1
划归	2	1
列	2	0
列王	1	0
列表	1	0
列车	2	1
列颠	1	1
刘易斯	4	0
刘浩龙	2	0
刘美美MayMay	1	0
则	54	10
刚	9	2
刚典	1	1
刚刚	1	1
创	4	1
创世者	1	0
创伤	1	0
创作	14	3
创作目	1	1
创者	1	0
创路	1	1
创造	7	2
创造者	1	1
创龙	1	0
初	3	2
初期	2	1
初范	3	1
删除	1	0
判定	1	1
判断	2	1
利	10	0
利兰	1	0
利波特	9	1
别	9	5
别人	3	1
刮	1	1
到	47	7
制作	12	3
制作人	2	1
制片	2	2
制片人	1	1
制造	5	1
制造Cuendillar的	1	0
刺客	3	0
刺杀	1	0
刺陵	1	0
前	30	9
前世	2	1
前任	1	1
前田	3	1
前者	1	1
前身	3	0
前面	2	0
剑	14	3
剑侠	1	0
剑女	1	0
剛	1	0
剥下	1	1
剧	3	1
剧中	1	1
剧情	8	4
剧本	2	1
剧照	2	0
剧集	2	1
剩下	1	0
副	3	2
力	3	1
力量	15	4
劝	1	1
办	1	1
办事	1	1
办法	2	2
功夫	1	0
功能	1	0
功补	2	1
功雄	1	1
加	4	1
加上	1	1
加入	12	9
加减	1	0
加势	1	0
加勒比海	5	1
加奈	2	1
加强	1	1
加藤	2	0
加藤晴彦	1	0
加贺	1	0
加领	1	1
务	1	1
动	2	1
动产	2	0
动作	2	0
动员	1	1
动机	1	0
动漫	1	0
动物	5	2
动画	3	1
助	2	1
助手	1	1
势力	2	1
勇士	1	0
勇敢	2	1
勇敢者	1	1
勇者	1	1
勒古恩	2	0
勒奎恩	1	0
勒瑰恩	1	0
勾勒	2	1
勾魂	1	1
包含	1	1
包括	7	4
包涵	1	1
匕	1	0
匕首	4	1
化	4	1
化为	2	1
化妆	1	0
化妆师	1	0
化学系	1	1
化影	1	0
化身	1	1
北	3	0
北乃纪	1	0
北京	1	1
北京大学	1	0
北山	1	0
北方	1	0
北村	1	0
北欧	1	0
北美	2	1
匠师	1	0
匹克	1	0
区分	3	2
区别	6	2
区别性	1	1
区域	2	1
医生	6	3
医院	1	0
十	2	2
十一	2	0
十万	1	1
十二	2	1
十六	1	1
十分	5	3
十字章	2	0
十字路口	1	0
十面埋伏	1	0
千堂	1	0
千子	1	1
千明	1	0
千波丈太郎	1	0
千篇一律	1	1
千贺子	1	0
千香子	1	0
升	3	1
升变	1	0
升毅	1	1
升级	3	1
午前	2	0
午后	1	0
午夜	7	2
午夜DJ	1	0
午後	1	0
半	5	2
半兽	1	0
半兽人	4	1
半夜	1	0
半空	1	1
半车	1	1
华子	1	1
华特	1	0
协会	1	1
协力者	2	0
协助者	1	0
协议	9	9
卓越	2	2
卓造	1	1
单人	1	1
单位	1	0
单元	2	1
单元剧	6	1
单发	1	1
单独	1	1
单纯	2	1
南	1	0
南卡	2	1
南方	1	0
南朋	1	1
南果	3	0
南柯一梦	1	1
南野	3	1
博	1	1
博史	1	1
博士	4	0
博物馆	2	0
博美	8	1
卜道具	1	0
占	4	2
占据	1	1
卡	2	0
卡勒瓦拉	1	0
卡德	1	0
卡拉	1	0
卡拉OK包厢	1	0
卡拉OK歌会	3	0
卡牌	1	1
卡瓦纳特	1	0
卡诺莎	1	0
卡车	2	1
卦	1	0
卧虎藏龙	1	0
印	4	0
印度	2	1
印象	1	0
危险	1	1
即	6	2
即使	3	1
却	17	5
卵	1	0
卷	15	3
厄休拉	3	0
