MOT	OCCURRENCES	Nombre_de_documents
성대의	1	1
성문을	1	1
성별	1	1
성분이	1	1
성우가	1	1
성인	1	1
성인들에게	1	1
성인은	1	1
성인이	3	1
성장	1	0
성장과	1	1
성장하게	1	1
성장하고	1	1
성장한	2	2
성장할	1	1
성적에	1	1
성적표	1	0
성조와	1	1
성지빌딩	1	1
성질을	1	1
성폭행한	1	1
성행했다.	1	0
성향의	1	1
세	14	4
세가	1	0
세계	18	4
세계관	1	1
세계를	5	2
세계에	1	1
세계에서	11	2
세계에서는	1	1
세계여행	1	1
세계의	12	4
세계인	1	0
세계적으로	4	2
세계지식재산기구	1	1
세계화를	1	1
세금	2	1
세기	3	0
세기에	1	0
세대	1	0
세대는	2	1
세대들이	1	0
세대를	1	1
세들이	1	0
세르보크로아트어	3	2
세르비아	1	0
세르비아어	4	0
세부아노어	2	2
세분화되고	1	1
세분화하고	1	1
세상	2	2
세상에	2	2
세상을	3	3
세우는	1	1
세워	1	1
세워진	1	1
세조	1	1
세종	1	1
세차기	2	1
세화고등학교	2	1
섹션코너	1	1
센터	1	1
센터사례	1	1
셈	1	0
셋	1	1
셰프'	1	1
소각중	4	1
소각하다	2	0
소개	3	3
소개글	1	1
소개와	1	1
소개우리의	1	1
소극적이거나	1	1
소닝케어	2	2
소라	1	0
소련	1	1
소리	1	1
소리.	2	1
소리가	1	1
소리로	1	1
소리를	6	2
소리의	1	1
소말리아같이	1	1
소말리어	2	2
소멸한다.	1	1
소박함	1	0
소비가	1	1
소비되기에	1	1
소비자	1	1
소비자가	1	1
소비한	1	1
소비활성화	1	0
소속	1	1
소속기관	1	1
소속된	1	1
소수	2	1
소수민족	2	1
소수민족을	1	1
소수민족의	2	1
소수민족이나	1	1
소수언어는	1	1
소수외국어학과가	1	1
소수의	1	1
소수이며	1	0
소스.	1	1
소식을	1	1
소외되기	1	1
소외될	1	1
소원	1	0
소위	2	1
소유자	1	0
소중한	1	1
소중히	1	1
소토어	2	2
소통과	2	1
소통되지	1	1
소통성	3	0
소통은	1	1
소통을	2	1
소통하기	1	1
소통하는	2	2
소프트	2	1
소프트웨어	1	1
소화하는	1	1
소환	2	1
속	3	3
속도를	1	1
속령	6	1
속보	5	0
속보뉴스	1	1
속설로	1	1
속성을	1	1
속어에서	1	1
속에서	1	1
속에서도	1	1
속으로	2	1
속의	1	1
속이	1	1
속하는	5	3
속하여	1	1
속하지	1	1
속한	1	1
속한다.	6	2
속해	1	1
손가락	3	1
손가락을	1	1
손꼽히는	1	1
손등	1	1
손등을	1	1
손배소	1	1
손상되어	1	1
손상된	1	1
손을	1	1
손의	2	1
손해	1	1
손해배상과	1	1
솔들이	1	1
솔루션	1	1
송미령	2	0
송파구	1	0
쇄신의	1	1
쇼를	1	1
쇼크를	1	1
쇼트트랙	1	1
쇼팽음악원과	1	1
쇼핑	1	0
수	162	9
수가	11	3
수강을	1	1
수급	2	1
수나	1	1
수는	5	3
수능	2	1
수능에서는	1	1
수능의	1	1
수단	3	1
수단으로	2	1
수단은	1	1
수단을	2	2
수단이기	1	1
수도	13	3
수도권	3	1
수도권의	1	1
수로	1	1
수로만	1	1
수록	1	1
수록돼있을	1	1
수료한	1	0
수를	4	2
수리남	1	0
수립하여	1	1
수립함으로써	1	1
수만큼	1	1
수많은	5	3
수메르	1	1
수밖에	1	1
수보다	1	1
수사	4	2
수사로	2	1
수상	3	1
수상했다.	2	2
수상했다고	1	1
수술에도	1	0
수술을	2	1
수식	1	1
수식을	2	1
수신호와	1	1
수십개	1	1
수십개국	1	1
수어	1	0
수어는	1	1
수어도	1	1
수어로	2	1
수어및	1	1
수어의	2	1
수업	2	1
수용언어	1	0
수원	1	1
수원시	1	1
수원언어발달센터	3	1
수월해진다.	1	1
수의	2	1
수익성	1	1
수익은	1	1
수정	6	4
수정하신	1	1
수정하여야	1	1
수정할	2	1
수주	1	1
수준	1	1
수준까지는'	1	1
수준으로	6	1
수준을	1	1
수준의	2	2
수준이	5	2
수준이다.	1	1
수직적	1	1
수천만	1	1
수출통제	1	1
수치하락이	1	1
수학이	1	1
수행에	1	1
수행이라고	1	1
수행하고	1	1
수험생들	1	1
수험표	1	0
수형도	1	0
수혜	1	1
숙소	1	1
숙지해두는	1	1
순	1	1
순간’처럼	1	1
순간마다	1	1
순간부터	1	1
순간입니다.	1	1
순매수	1	1
순매수해	1	1
순서는	1	1
순서를	1	1
순수주의	1	1
순우리말	2	1
순위	4	1
순위가	3	2
순위는	1	1
순위를	1	1
순위에서	1	1
순이다.	1	1
순환하며	1	1
순회	1	0
술	1	1
술어	1	0
숫자	1	1
숫자가	1	1
쉬운	2	2
쉽게	4	2
쉽고	2	1
쉽기	2	2
쉽다.	2	1
쉽다는	1	1
쉽습니다.	1	1
쉽지	4	2
슈퍼	1	1
스드메’	1	0
스레드	1	1
스리랑카	2	0
스마트폰	1	1
스마트폰에	1	0
스반어	2	2
스스로	4	0
스와힐리어	4	3
스웨덴	1	0
스웨덴어	3	3
스웨덴어.	1	1
스위칭의	1	1
스카이	1	0
스코트어	2	2
스쿨룩스	1	1
스크랩	1	1
스키는	1	0
스키로	1	0
스키뿐만	1	1
스킬'	1	1
스타	1	0
스타'	1	1
스타샛	1	1
스타샤	2	1
스탈린	1	0
스탠스에	1	1
스탠퍼드대에서	1	1
스텔스	1	1
스토리	1	1
스토리칼럼	1	1
스트레스가	1	1
스트리트	1	1
스티븐	1	1
스팸	2	1
스페셜	2	1
스페인	6	2
스페인어	18	3
스페인어나	1	1
스페인어는	4	2
스페인어로	2	1
스페인어에	1	1
스페인은	1	1
스포츠	14	4
슬라브어	1	0
슬라이드	2	1
슬럼프를	1	1
슬로바키아어	3	2
슬로베니아어	3	2
슬쩍	1	1
습관을	2	1
습득	1	1
습득에	1	1
습득이	3	2
습득하는	2	2
습득하면	1	1
습득한다고	1	1
습득했다	1	1
승객에게	1	1
승리의	1	1
승무원	1	0
승인	1	1
승자는	1	1
승진	1	1
승희	1	1
시	7	3
시각	3	1
시각적인	2	1
시각화한	1	1
시간	2	0
시간'에	1	1
시간도	1	1
시간에	1	1
시간은	1	1
시간의	2	1
시간이	1	1
시간투입을	1	1
시급	1	1
시기	1	1
시기가	1	1
시기를	1	1
시기에	1	1
시대	3	1
시대나	1	1
시대에	3	3
시대와	1	1
시대의	3	2
시도	2	1
시론	1	1
시맨틱은	1	1
시민들에게	1	1
시부상	1	1
시비조로	1	1
시선	1	1
시스템과	2	1
시스템성능	1	1
시스템으로	2	1
시스템은	1	1
시안	2	0
시야가	1	1
시위	1	0
시작돼	1	1
시작하기	5	2
시작한다.	1	1
시작해보세요	2	0
시작해볼까요	1	0
시작해야	1	1
시장에	1	1
시장은	1	1
시장이	1	1
시전하여	1	1
시절	3	2
시제도	1	1
시제를	1	1
시제변화를	1	1
시즌	1	0
시칠리아어	2	2
시켜보겠다며	1	1
시키는	1	1
시키려는	1	1
시평	1	1
시행되고	1	1
시행착오를	1	1
식당도	1	1
식당에서	4	1
식물	4	1
식민주의로	1	1
식민지	4	3
식민지배	1	1
식별하기	1	1
식생활	2	1
식으로	1	1
식이다.	1	1
신경	1	1
신경써	1	1
신고가	3	1
신고하기	1	1
신규	1	1
신념	1	0
신능호	1	1
신대륙과	1	1
신라틴어	1	1
신뢰성이	1	1
신문	1	0
신문로	2	1
신민철	1	1
신상	1	1
신생아	1	0
신세영	2	0
신숙주의	1	1
신약	1	0
신원을	1	1
신임	1	1
신입사원	1	1
신장하고	1	1
신적	2	1
신종교	2	1
신중하게	1	1
신청	1	1
신체	3	1
신태용	1	1
신하들은	1	1
신하라고	1	1
신흥	1	1
실력	1	1
실력에	1	1
실력은	2	1
실력을	4	1
실력이	2	1
실례할	1	1
실리콘밸리	1	1
실린	1	1
실망시킨	1	1
실무언어로	1	1
실수나	1	1
실수로	1	0
실시간	3	2
실시되던	1	1
실적	1	0
실제	1	1
실제로	3	2
실제로는	3	2
실제의	1	1
실존여부에	1	1
실종	1	0
실질적인	1	1
실패했고	1	0
실험이	1	1
실현할	1	1
실형	1	1
실화다	1	0
싫다	1	0
싫어할	1	1
심	1	0
심드렁하기보다는	1	1
심리	1	1
심리검사	1	1
심리학에서는	1	1
심리학자들은	1	1
심사	3	0
심석희	1	0
심어주게	1	1
심장	1	1
심장건강	1	1
심지어	6	2
심지어는	2	1
심하다.	1	0
심한	3	2
심할수록	1	1
심해서	2	2
심해진다.	1	1
심화된	1	1
싱가포르	3	0
싱가포르의	1	1
싶겠지만	1	1
싶다는	1	1
싶다면	2	2
싶어	2	1
싶어서	2	1
싶으신	2	1
싼	1	1
쌓였다가	1	1
쌓인	1	1
써야	1	1
썼고	1	0
썼으므로	1	1
썼지만	1	1
쏠쏠정보	1	1
쓰고	6	2
쓰기	2	2
쓰냐는	1	1
쓰는	18	2
쓰는데	2	1
쓰는이들은	1	1
쓰는지	1	1
쓰레드를	1	1
쓰면	3	2
쓰면서	2	1
쓰였으며	1	0
쓰이거나	1	0
쓰이고	2	1
쓰이는	11	2
쓰인다.	2	1
쓰인다고	1	1
쓰인다면	1	1
쓰일	1	1
쓰임이나	1	1
쓰지	3	2
쓰지만	1	0
쓴	3	2
쓴다.	4	2
쓴다고	4	2
쓸	5	2
쓸게요	2	0
쓸까	2	1
씨	4	0
씨리얼	2	1
씨비에스미디어캐스트	3	0
아	4	1
아기는	1	1
아기들과는	1	1
아는	4	2
아니	1	0
아니고	1	1
아니기	1	1
아니다.	13	3
아니다라는	1	1
아니라	34	6
아니라는	4	2
아니라도	2	1
아니라입니다.	1	1
아니란	1	1
아니며	3	2
아니면	4	1
아니므로	1	0
아니에요.	1	0
아니지만	2	1
아니지만.	1	1
아닌	12	3
아닌데	1	0
아닐까.	1	1
아닐지가	1	1
아닙니다.	1	1
아동	8	1
아동으로는	1	1
아동은	3	1
아동을	2	1
아동의	1	1
아동이	1	1
아들이라는	1	1
아디게어	2	2
아람어	2	2
아랍	4	2
아랍권의	1	1
아랍물을	1	0
아랍어	21	3
아랍어.	1	1
아랍어가	2	2
아랍어는	2	2
아랍어로	2	1
아랍어를	5	1
아랍어와	1	1
아랍어의	1	1
아래	3	2
아래로	1	1
아래에	2	2
아래와	1	1
아래의	3	2
아르메니아어	2	2
아르테	8	1
아르헨티나에서	1	1
아름다운	1	1
아름답게	1	1
아름답고	1	1
아마	1	1
아마존	2	1
아메리카	1	0
아메리카까지	1	1
아메리카의	1	1
아무	2	2
아무도	2	1
아무리	2	2
아버지는	1	1
아부지	1	0
아빠	1	0
아슬아슬	1	1
아시다시피	1	1
아시아	4	2
아시아권을	1	1
아시아로	1	1
아시아선수권대회	4	1
아시아에서	1	1
아엿	3	1
아예	8	2
아웃렛	1	0
아이	2	2
아이가	3	2
아이누어	2	2
아이돌	1	1
아이들을	1	1
아이들이	5	2
아이디	4	1
아이디가	3	1
아이디는	3	1
아이디로	1	1
아이디어였음이	1	1
아이로	1	1
아이보다	1	1
아이스	1	1
아이스크림	1	1
아이스크림도	1	1
아이스크림을	1	1
아이스크림이	1	1
아이스클라이밍	4	0
아이슬란드어	3	2
아이와	1	1
아이의	4	2
아이콘	5	2
아이트누리	1	1
아이티	2	2
아일랜드	1	1
아일랜드어	3	2
아저씨와	2	1
아제르바이잔어	2	2
아주	3	2
아직까지도	2	1
아카데미	1	1
아트클럽	1	1
아파르어	2	2
아파트	2	2
아프	1	0
아프가니스탄	1	0
아프로아시아어족	1	0
아프리카	7	3
아프리카아시아어족	1	1
아프리카에도	1	1
아프리칸스어	2	2
악명높다.	1	0
악보나	1	1
악성코드가	1	1
악성코드에	1	1
안	11	3
안간힘	1	1
안내	12	4
안내를	2	1
안내하고	1	1
안내해	1	1
안내했다.	1	1
안녕하세요.	1	1
안녕하십니까'를	1	0
안다.	1	0
안드라프라데시	1	1
안료는	1	1
안부	1	1
안부글	5	1
안부글에	1	1
안세영	7	0
안세영의	1	1
안쓴다고	1	1
안쓴다고.	1	1
안에	2	2
안영배의	1	1
안의	1	1
안전보건행정	2	0
안전판’	1	1
안전한	3	2
안정	2	1
안정을	1	1
안티에	1	1
않게	1	1
않고	10	3
않고서는	1	1
않기	2	2
않는	12	4
않는다.	5	2
않는데	2	1
않다	2	1
않다.	10	2
않도록	2	2
않아	1	1
않아도	2	1
않아서	5	3
않아서일	1	1
않았거나	2	0
않았고	1	1
않았다.	2	1
않았다고	1	1
않았지만	1	0
않으나	1	1
않으면	1	1
않으므로	1	1
않으세요	1	0
않은	10	5
않을	2	2
알	3	2
알고	8	5
알레베크이다.	1	0
알려드리겠습니다.	2	1
알려져	6	4
알려져서	1	1
알려주세요.	1	1
알려지고	1	1
알려지기도	1	1
알려진	5	2
알립니다	1	1
알며	1	0
알바니아어	2	2
알베르토	1	1
알아	2	1
알아듣기	3	2
알아듣는	1	1
알아듣지	1	1
알아들을	3	2
알아보세요	1	0
알아야만	1	1
알았는데	1	0
알았으며	1	0
알제리를	1	1
알타이	3	2
알타이어족에	1	1
알타이조어	1	1
알파벳의	1	0
암기하는	1	1
암기한	1	1
암미야	2	0
암하라어	2	2
압박하면서	1	1
앙가우르	1	1
앞	3	1
앞서	3	3
앞에	1	1
앞에서	2	2
앞으로	1	1
앞장서	2	1
애니	1	0
애로사항이	1	1
애를	1	1
애매하게	1	1
애매한	1	1
애매해진다.	1	0
애완	1	1
애인	1	1
애인에게	1	1
애인이	1	1
애초에	3	2
애틀랜타서	1	1
애호가들	1	1
액센트	1	0
앱으로도	1	1
앱의	1	1
앱이	1	1
앵무새	1	1
앵무새가	1	1
앵무샛과	1	1
야구	2	1
야너스	1	1
야만인으로	1	1
야생아의	1	1
약	5	2
약관	1	1
약관수용	1	1
약발이	1	1
약소국	1	1
약속은	1	1
약속의	1	0
약속이다.	1	1
약자다.	1	1
약지	1	0
약칭도	1	1
약칭은	1	1
약칭이	1	1
약한	1	1
약화될	1	1
얀	2	1
양국	2	1
양국의	2	2
양면을	1	1
양비론	3	0
양상을	1	1
양성을	1	1
양아치	1	1
양아치들을	1	1
양으로	1	1
양이	1	1
양자역학	1	1
양자컴	1	1
양재동	1	1
양천구	3	1
양키스가	1	0
양해	1	1
양해와	1	1
얘기.	1	1
얘기가	1	1
얘기하는데	4	0
얘깃거리를	1	1
어감으로	1	1
어겼다면	1	1
어근에	3	2
어근이나	1	1
어긋난다는	1	1
어기지	1	1
어눌하다고	1	1
어눌하지만	1	1
어느	18	5
어느날	1	1
어느정도	2	2
어두	2	0
어디	1	1
어디까지	2	1
어디까지나	1	1
어디나	1	1
어디다	2	1
어디서	2	0
어따	4	1
어떤	9	3
어떻게	7	4
어떻게든	3	1
어려우며	1	1
어려우시면	1	1
어려운	4	2
어려울	1	1
어려움	6	0
어려움없이	1	1
어려움에	1	1
어려움은	1	1
어려움을	4	2
어려워지는	1	1
어려워하고	1	1
어려워하는	1	1
어렵게	2	2
어렵다	3	3
어렵다.	7	4
어렵다고	1	1
어렵다곤	1	1
어렵습니다.	1	1
어렵지만	1	0
어륀쥐	2	0
어륀지라고	1	1
어른이	6	2
어린	5	3
어린이들의	1	1
어린이야	1	1
어린이집	1	0
어린이집이나	1	1
어릴	1	1
어머니는	1	0
어머니의	1	1
어문	2	1
어미	2	0
어미가	1	1
어미로	1	1
어미변화가	1	1
어법이나	1	1
어색하게	1	1
어색하다.	1	1
어색한가.	1	1
어순과	1	1
어순에	1	1
어순은	3	1
어순이	2	1
어순인	1	1
어울리는	1	1
어족	1	1
어족에	3	2
어족으로는	1	1
어족은	2	2
어족임을	1	1
어째서인지	1	1
어째선지	1	1
어쨌든	1	1
어쩌나	3	0
어파로	1	1
어파에는	1	1
어학	1	0
어학연수를	1	1
어휘	5	2
어휘가	3	2
어휘나	2	2
어휘는	1	1
어휘대조	1	0
어휘도	1	1
어휘들은	1	1
어휘들이	1	1
어휘량이나	1	1
어휘로	1	1
어휘를	1	1
어휘적인	1	1
억	44	1
억압적	1	1
억양	1	0
억양과	1	1
억양에	1	1
억양이	2	1
억양일	1	1
억여	1	0
억원	2	0
억원을	1	0
억원의	1	0
억이	3	0
억지로	1	1
언급된	1	1
언론	4	0
언론사픽	1	1
언사	1	1
언어	139	6
언어.	8	2
언어’에	1	1
언어가	35	5
언어검사	1	0
언어검사시	1	1
언어공동체가	1	1
언어구사역량을	1	1
언어군	1	1
언어군에	1	1
언어군에는	1	1
언어군을	1	1
언어군이	2	2
언어권	4	2
언어권별로	1	1
언어권이	1	1
언어기호의	1	1
언어나	2	1
언어는	53	6
언어능력이라고	1	1
언어다.	1	1
언어단위.	2	1
언어도	3	2
언어들	5	2
언어들.	1	1
언어들은	2	2
언어들을	4	2
언어들의	2	2
언어들이	4	3
언어들이다.	1	1
언어라고	6	3
언어라는	3	2
언어라면	1	1
언어란	1	1
언어로	23	5
언어로는	1	1
언어로부터	2	1
언어로서	1	1
언어로서의	1	0
언어를	58	7
언어마다	1	1
언어만	3	3
언어만으로	1	1
언어만을	1	1
언어발달에	1	1
언어보다	1	1
언어상담	4	1
언어상황을	1	1
언어생활과	1	1
언어수의	1	1
언어에	15	4
언어에나	1	1
언어에는	4	2
언어에다	1	1
언어에서	3	3
언어와	13	4
언어와는	2	2
언어의	59	6
언어이기도	1	1
언어이다.	4	3
언어이며	6	1
언어인	4	3
언어인가	1	0
언어인지가	1	1
언어일	1	1
언어일수록	1	1
언어임은	1	1
언어입니까	1	0
언어입니다.	11	2
언어장벽이라는	1	1
언어적	8	4
언어적으로	1	1
언어집단이다.	1	1
언어치료	4	1
언어치료가	1	1
언어치료글	1	1
언어치료목록열기	1	1
언어코드	1	0
언어평가와	1	1
언어학	2	2
언어학개론	1	0
언어학계에서는	1	1
언어학용어.	2	1
언어학자들	1	1
언어학자들의	2	2
언어학자들이	2	1
언어활동	1	0
언의	1	1
언제	1	1
언제든	1	1
언제든지	1	1
언중	1	0
언중에게	1	1
언중의	2	2
언중이	1	1
얻는	3	2
얻어	1	1
얻어타	1	1
얻은	1	1
얻지	1	1
얼굴을	1	1
얼굴의	1	1
얼마나	4	2
얼음보숭이	1	0
얼음보숭이를	1	1
얼토당토않은	1	1
얼핏	2	2
엄마	3	0
엄밀하게	1	1
엄밀히	1	1
엄지	1	0
엄지와	1	1
엄청나게	2	1
엄청나다.	1	1
엄청난	2	1
엄포’만	1	0
업무	1	1
업무를	1	1
업무에	1	1
업무와	1	1
업에	1	1
업종	1	1
업체	4	1
없거나	2	2
없고	1	1
없기	3	3
없는	18	4
없다	1	1
없다'라는	1	1
없다'와	1	1
없다.	21	4
없다고	1	1
없다는	8	2
없다면	1	1
없던	1	1
없듯이	1	1
없습니다.	1	1
없어	2	1
없어도	1	1
없어졌다.	1	1
없었다	1	0
없으니	1	1
없으니까.	1	1
없으면	3	2
없으므로	1	1
없을	1	1
없을까	1	0
없음	1	1
없음.	1	0
없이	12	3
없이는	1	1
없이도	1	1
없지는	2	2
없지만	2	1
엉망이면	1	1
에	9	1
에그시가	1	1
에너지	2	2
에디터	1	1
에서	2	1
에스노로그	1	0
에스키모	3	0
에스토니아어	4	2
에어컨을	1	1
에펠탑에	1	0
에프	1	0
엑스마스로	2	1
엑시노스	1	0
엔비디아	2	1
엔샷	1	1
엔진	1	1
엔터테인먼트	1	0
엘지	1	0
엠블럼	1	0
여	7	0
여가	1	0
여객기	1	1
여객기가	1	1
여겨	1	0
여겨지는데	1	0
여겨질	2	1
여기	1	0
여기같은	1	1
여기고	2	1
여기는	1	1
여기는가	1	0
여기서	3	2
여기서는	1	1
여기서도	1	1
여기에	3	3
여기에는	2	2
여러	22	5
여러가지	3	2
여러가지인	1	1
여러분께	1	1
여러분의	1	1
여러분이	3	3
여름이	1	1
여명이	1	0
여몽관계에는	1	1
여부도	1	1
여부에	1	1
여서	1	0
여섯	1	1
여성	2	0
여성들	1	0
여자	2	1
여전히	2	1
여지가	1	1
여진어	1	0
여친과	3	1
여행	10	2
여행은	1	1
여행하는	1	1
역관광을	1	1
역관이	1	1
역귀성	2	1
역대	3	1
역량도	1	1
역량을	1	1
역사	53	2
역사를	2	1
역사성	2	0
역사언어학적으로	1	1
역사와	1	1
역사왜곡이	1	1
역사적	1	1
역사적으로	3	3
역시	11	4
역으로	1	1
역전당한	1	1
역할극과	1	1
역할을	1	1
연간	2	2
연결되어	1	1
연결시켜	1	1
연결을	1	1
연결이	2	1
연결하거나	1	1
연결하고	1	1
연결하는	1	1
연계	1	1
연관	1	0
연관성부터	1	1
연구	2	2
연구개음의	1	1
연구결과에	1	1
연구년을	1	1
연구보안트랜슬레이션	1	1
연구소	1	0
연구에	1	1
연구원	1	1
연구자들은	1	1
연구자의	1	1
연구할	1	1
연구해야	1	1
연극	2	1
연금공단	3	0
연기대상	1	1
연다.	1	1
연대	1	1
연락주세요.	1	1
연락처	1	1
연령대의	1	1
연말	1	1
연말정산	1	1
연맹	3	1
연설의	1	1
연속적으로	1	1
연속적인	1	1
연속하여	1	1
연습을	2	1
연습하는	1	1
연습하지	1	1
연애라는	1	1
연예	11	2
연예가화제	2	1
연예인	1	0
연음과	1	1
연장	1	1
연재	7	1
연찬회’를	1	1
연찬회는	1	1
연찬회를	1	1
연찬회에서는	1	1
연패	3	0
연패'	1	0
연하	3	1
연하와	2	1
연합	1	0
연호	2	1
열고	1	1
열기	1	1
열대우림의	1	1
열렸다.	1	1
열렸던	1	1
열린	4	2
열받은	2	1
열쇠’가	1	1
열심히	2	2
열풍	1	1
열풍으로	1	1
염영남	3	1
였던	1	0
영국	7	2
영국식	6	2
영국에서	1	1
영국이나	1	1
영국인에게	1	1
영남	1	1
영남의	1	0
영동	5	1
영리하다지만	1	1
영문	1	1
영미권	2	1
영미권으로	1	1
영상	13	2
영서	1	1
영어	52	3
영어.	1	1
영어가	7	3
영어강사가	1	1
영어교육방식을	1	1
영어교육은	1	1
영어권	3	2
영어권에서는	1	1
영어권에서도	1	1
영어권의	1	1
영어나	1	1
영어는	13	3
영어도	1	1
영어라고	1	1
영어로	6	3
영어로는	3	1
영어를	17	4
영어만	1	1
영어발음이	1	1
영어에	1	1
영어에만	1	1
영어에서	2	1
영어에서는	1	1
영어와	11	3
영어의	10	2
영어이다.	1	1
영어인	1	1
영어처럼	1	1
영어한테	1	1
영역에서	2	1
영유아시기	1	1
영이는	1	0
영입	1	1
영장	1	1
영장류나	1	1
영토	1	1
영토를	2	1
영풍	1	1
영향	4	1
영향력	4	1
영향력을	3	1
영향력이	4	2
영향으로	3	2
영향은	1	1
영향을	9	5
영화	6	4
영화나	1	1
영화의	1	1
옆에서	1	1
옆자리	1	1
예가	1	1
예과	1	1
예로	6	2
예로는	1	1
예를	25	5
예를들어	1	1
예민한	1	1
예산이	1	1
예상	1	0
예상됐으나	1	1
예상되지만	1	1
예선과	1	1
예술	4	1
예술’이다.	1	1
예술감독에	1	1
예술로	1	1
예술이기	1	1
예술이다.	1	1
예시	1	0
예시가	1	1
예시라고	1	1
예시로	3	2
예시에	1	1
예약	1	0
예외가	1	1
예외도	1	1
예외없이	1	1
예외적인	1	1
예의와	1	1
예이다.	2	0
예절이라는	1	1
예컨대	4	2
옛	1	1
옛날	1	1
옛날에는	1	1
오고	1	1
오구즈	1	1
오냐고	2	1
오늘날	2	2
오늘은	1	1
오늘의	3	2
오디션의	1	1
오래	1	0
오래전	1	1
오랜	4	3
오랫동안	4	1
오렌지	1	0
오렌지나무의	1	1
오렌지를	1	1
오렌지의	1	1
오류	2	1
오류나	1	1
오류로	1	1
오르고	1	1
오메가	1	0
오버헤드를	2	1
오세아니아	1	1
오세훈	1	0
오스트레일리아	1	1
오스트레일리아에	1	1
오스트로네시아어족	2	1
오스트로아시아어족	1	1
오어	4	2
오어부터가	1	1
오열	1	1
오죽하면	1	1
오줌	1	1
오지에	1	1
오징어게임	1	1
오취리는	1	1
오크어	2	2
오키나와인	1	1
오페라를	1	1
오프	1	0
오픈	2	2
오픈서	1	1
오픈했지만	1	1
오피니언	5	2
오해.	1	1
오해가	3	2
오해와	2	1
오해하는	1	1
오히려	10	2
옥스퍼드	1	1
옥스포드	1	1
온	5	3
온다	2	1
온라인	1	1
온전하지	1	1
온전히	3	1
올라오는	1	1
올라온	1	1
올렉	1	1
올리는	1	1
올리버쌤은	1	1
올림픽	1	1
올림픽에서	1	1
올림픽으로	1	1
올림픽을	1	1
올바른	3	2
올여름	1	1
올해	2	1
올해도	3	1
옮겨가거나	1	1
옮겨오면	3	1
옮기기란	1	1
옮기는	9	1
옮길	1	1
옷에	1	1
옹알이는	1	1
옹알이로	1	1
와	10	2
와서	1	1
와실	3	1
와인	1	1
와인의	1	1
와전되었다.	1	1
완곡표현은	1	1
완곡한	1	1
완급을	1	1
완료	2	1
완료되었습니다.	1	1
완벽	1	0
완벽에	1	1
완벽하게	1	1
완벽한	1	1
완벽히	1	1
완전	1	1
완전한	3	2
완전히	2	1
왔다면	1	1
왔더라도	1	0
왔습니다.	1	1
왕자는	1	1
왕자의	1	1
왕즈이	1	1
왕팬은	1	1
왜	2	1
왜곡이	1	1
외고	1	1
외고에서는	1	1
외교	4	1
외교가에서	1	1
외교안보	1	1
외교통일	1	1
외국	2	2
외국어	34	2
외국어'라고	1	0
외국어가	4	1
외국어고등학교가	1	1
외국어급으로	1	0
외국어는	5	1
외국어들은	1	1
외국어라고	1	1
외국어로	9	1
외국어로서의	3	1
외국어를	17	2
외국어실력은	1	1
외국어와	1	1
외국어의	1	1
외국어이긴	1	0
외국어처럼	1	1
외국어학습법으로	1	1
외국에서	1	1
외국의	1	1
외국인	5	1
외국인과	1	1
외국인과의	1	1
외국인들에게는	1	1
외국인뿐만	1	1
외국인은	2	1
외국인의	1	1
외국인이	5	3
외권어	1	0
외는	1	1
외래어	2	1
외래어로	1	1
외래어를	1	1
외에	4	2
외에는	1	1
외에도	3	3
외우는	1	1
외울	1	1
외워나가는	1	1
외의	2	1
외지인	1	1
외환시장	1	1
왼쪽	1	0
요구하는	1	1
요루바어	2	2
요르단	1	1
요리	1	0
요소	3	0
요소가	1	1
요소들을	1	1
요소를	3	3
요소에	1	1
요소이다.	1	1
요소인	1	1
요약	1	1
요인	1	1
요인들을	1	1
요인으로	2	2
요청	6	2
요청'	2	2
요청닫기	2	2
요청을	2	2
요청입니다.	1	1
요청하거나	1	1
요충지	1	1
요한복음의	1	1
욕구나	1	1
욕설	2	1
욕으로	1	1
욕을	1	1
욕이다.	1	0
용과	1	1
용도가	1	1
용어이다.	1	1
용어집이	1	1
용어집이러닝	1	1
용어집투명한	1	1
용이함과도	1	1
용인	1	1
용인발음은	1	1
우간다	1	0
우대받는	1	1
우랄	1	1
우랄어와	1	1
우랄어족	1	1
우랄어족에	1	1
우러러보고	1	1
우러러보지	1	1
우려	2	2
우려되는	2	1
우르두어	7	3
우르두어는	2	1
우르두어라	1	1
우르두어로	1	0
우리	5	3
우리가	2	1
우리글을	1	1
우리나라	1	1
우리나라에	1	1
우리는	4	2
우리말로	1	1
우리말에서	1	1
우리보다	1	1
우리아이	1	1
우리은행장	1	0
우리의	4	2
우리카드	1	0
우림의	1	1
우물쭈물에	2	1
우상화	1	1
우선	1	1
우수사례	1	1
우습게	1	1
우승	5	1
우연히	1	1
우열이	2	1
우위	2	1
우위로	1	1
우주의	1	0
우주적	1	1
우즈베키스탄	1	1
우즈벡어	3	2
우크라	3	1
우크라이나	2	0
우크라이나어	2	2
우타르프라데시	1	1
우회적으로	1	1
운동을	1	1
운영	1	0
운영규정	1	1
운영대행사	1	1
운영은	1	0
울려	1	1
울산	13	2
울산CBS	3	0
울산광역시교육청	2	1
울산시교육청	1	1
울산시교육청에	1	1
울산시교육청은	1	1
움직씨.	1	1
움직이는	1	1
움직임을	3	1
움직임이나	1	1
웃기거나	1	1
웃음거리가	1	1
웅크린다'라며	1	1
워낙에	2	2
원	6	1
